relation_id,subject_ku_id,object_ku_id,predicate,direction,time,role,scope,origin,status,evidence_doc_id,evidence_source_file,evidence_span
rel-885,units/works/piazzetta-idyll,units/persons/piazzetta,created_by,forward,,,图版54，科隆2806,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 132–132; print p. xv
rel-886,units/works/piazzetta-idyll,units/institutions/wallraf-richartz-museum,held_by,forward,,,目录对应作品2806的保管机构,enrich,formal,sirbec-4y010-09084,https://www.lombardiabeniculturali.it/opere-arte/schede-complete/4y010-09084/,PDF4：Idillio、inv.2806
rel-887,units/works/piazzetta-idyll,units/persons/marshal-schulenburg,commissioned_by,forward,不晚于1745,委托人,科隆Idillio，为Schulenburg所作,enrich,formal,sirbec-4y010-09084,https://www.lombardiabeniculturali.it/opere-arte/schede-complete/4y010-09084/,PDF5：Notizie storico-critiche
rel-888,units/works/piazzetta-idyll,units/works/piazzetta-pastoral-scene-chicago,pendant_of,forward,,配对画作,科隆2806与芝加哥1937.68；后者身份由馆方23333记录核对,enrich,formal,sirbec-4y010-09084,https://www.lombardiabeniculturali.it/opere-arte/schede-complete/4y010-09084/,PDF5：Idillio与Scena pastorale配对说明
rel-889,units/works/piazzetta-idyll,units/institutions/royal-academy,supplied_by,forward,,本书复制图像供片者,《赞助人与画家》图版54的复制图像；不表示作品创作者、所有者或保管者,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 168–169; 章前：图片来源；印刷页xvi
rel-890,units/works/piazzetta-marshal-schulenburg,units/institutions/gabinetto-dei-disegni-castello-sforzesco,held_by,forward,所引目录记录时点,保管部门,该单件纸本素描，不泛指全部舒伦堡肖像,enrich,formal,works-piazzetta-marshal-schulenburg,https://www.lombardiabeniculturali.it/opere-arte/schede-complete/4y010-09081/,PDF3：COLLOCAZIONE SPECIFICA、INVENTARIO4884/5 E82/5
rel-891,units/works/piazzetta-marshal-schulenburg,units/persons/piazzetta,created_by,forward,本书所述时点,素描作者,图版53a；书内定位和署名，不消解外部1730–1735／1738断代异文,book,formal,works-piazzetta-marshal-schulenburg,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 131–131; 章前：图版目录；印刷页xv
rel-892,units/works/piazzetta-marshal-schulenburg,units/persons/marshal-schulenburg,has_subject,forward,本书所述时点,肖像人物,图版53a；书内定位和署名，不消解外部1730–1735／1738断代异文,book,formal,works-piazzetta-marshal-schulenburg,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 131–131; 章前：图版目录；印刷页xv
rel-893,units/works/piazzetta-marshal-schulenburg,units/places/castello-sforzesco,located_at,forward,本书所述时点,书中建筑位置,图版53a；书内定位和署名，不消解外部1730–1735／1738断代异文,book,formal,works-piazzetta-marshal-schulenburg,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 131–131; 章前：图版目录；印刷页xv
rel-894,units/works/piazzetta-marshal-schulenburg,units/places/milan,located_at,forward,本书所述时点,书中所在城市,图版53a；书内定位和署名，不消解外部1730–1735／1738断代异文,book,formal,works-piazzetta-marshal-schulenburg,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 131–131; 章前：图版目录；印刷页xv
rel-895,units/works/piazzetta-pastoral-scene-chicago,units/persons/piazzetta,created_by,forward,1740,画家,1937.68,enrich,formal,aic-23333,https://api.artic.edu/api/v1/artworks/23333,artist_display、date_display
rel-896,units/works/piazzetta-pastoral-scene-chicago,units/persons/marshal-schulenburg,commissioned_by,forward,不晚于1743,委托人,1937.68；1743年清单已有记录,enrich,formal,aic-23333,https://api.artic.edu/api/v1/artworks/23333,description、provenance_text首句
rel-897,units/works/piazzetta-pastoral-scene-chicago,units/institutions/art-institute-of-chicago,acquired_by,forward,1937,购买方,1937.68,enrich,formal,aic-23333,https://api.artic.edu/api/v1/artworks/23333,"provenance_text末句：purchased by Art Institute, 1937"
rel-898,units/works/piazzetta-pastoral-scene-chicago,units/institutions/art-institute-of-chicago,held_by,forward,,,馆藏1937.68,enrich,formal,aic-23333,https://api.artic.edu/api/v1/artworks/23333,馆方对象记录、main_reference_number
rel-899,units/works/pietro-antonio-novelli-frontispiece-to-vol-2-of-goldoni-opere,units/persons/pietro-antonio-novelli,created_by,forward,,插图设计者,Pasquali版第二卷卷首图,enrich,formal,works-pietro-antonio-novelli-frontispiece-to-vol-2-of-goldoni-opere,https://www.treccani.it/enciclopedia/pietro-antonio-novelli_(Dizionario-Biografico)/,Goldoni的Pasquali版插图段
rel-900,units/works/pietro-antonio-novelli-frontispiece-to-vol-2-of-goldoni-opere,units/archives/goldoni-opere-vol-2-1761,part_of,forward,,载体文献,图版57b；第二卷，原书标年1761,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 135–135; 章前：图版目录；印刷页xv
rel-901,units/works/pietro-da-cortona-glorification-of-the-reign-of-urban-viii,units/persons/pietro-da-cortona,created_by,forward,,原书署名作者,图版13,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 59–60; 章前：图版目录；印刷页xii
rel-902,units/works/pietro-da-cortona-glorification-of-the-reign-of-urban-viii,units/persons/urbano-viii,has_subject,forward,,统治颂扬对象,图版13,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 59–60; 章前：图版目录；印刷页xii
rel-903,units/works/pietro-da-cortona-glorification-of-the-reign-of-urban-viii,units/places/palazzo-barberini,located_at,forward,本书所述时点,书中建筑位置,图版13,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 59–60; 章前：图版目录；印刷页xii
rel-904,units/works/pietro-da-cortona-glorification-of-the-reign-of-urban-viii,units/places/rome,located_at,forward,本书所述时点,书中所在城市,图版13,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 59–60; 章前：图版目录；印刷页xii
rel-905,units/works/pietro-da-cortona-marcello-sacchetti,units/persons/pietro-da-cortona,created_by,forward,,原书署名作者,图版04b,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 44–44; 章前：图版目录；印刷页xii
rel-906,units/works/pietro-da-cortona-marcello-sacchetti,units/persons/marcello-sacchetti,has_subject,forward,,肖像人物,图版04b,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 44–44; 章前：图版目录；印刷页xii
rel-907,units/works/pietro-da-cortona-marcello-sacchetti,units/places/villa-borghese,located_at,forward,本书所述时点,书中建筑位置,图版04b,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 44–44; 章前：图版目录；印刷页xii
rel-908,units/works/pietro-da-cortona-marcello-sacchetti,units/places/rome,located_at,forward,本书所述时点,书中所在城市,图版04b,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 44–44; 章前：图版目录；印刷页xii
rel-909,units/works/pietro-da-cortona-rape-of-helen,units/institutions/gabinetto-fotografico-nazionale,supplied_by,forward,,本书复制图像供片者,《赞助人与画家》图版10b的复制图像；不表示作品创作者、所有者或保管者,book,formal,patrons-and-painters,02-sources/01-book/CHP-0Cover.pdf,PDF13；印刷xvi；图片来源；lines 165–166
rel-910,units/works/pietro-da-cortona-rape-of-helen,units/institutions/ufficio-dell-assessore-comunale-alle-belle-arti,held_by,forward,本书所述时点,书中保管者,原书列出的历史保管者；不把它等同现行Musei Capitolini机构，也不推定产权,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 52–53; 章前：图版目录；印刷页xii
rel-911,units/works/pietro-da-cortona-rape-of-helen,units/places/rome,located_at,forward,本书所述时点,书中位置,原书图版目录明确位置；不表示创作地点,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 52–53; 章前：图版目录；印刷页xii
rel-912,units/works/pietro-da-cortona-rape-of-the-sabines,units/persons/pietro-da-cortona,created_by,forward,,图版作品作者,图版目录明确署名；不推断另版本,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 51–51; 章前：图版目录；印刷页xii
rel-913,units/works/pietro-da-cortona-rape-of-the-sabines,units/institutions/pinacoteca-capitolina,held_by,forward,本书所述时点,书中保管者,原书图版目录记载的保管机构；不等于核实当前产权,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 51–51; 章前：图版目录；印刷页xii
rel-914,units/works/pietro-da-cortona-rape-of-the-sabines,units/places/rome,located_at,forward,本书所述时点,书中位置,书中明确的保管城市，不是作品创作地,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 51–51; 章前：图版目录；印刷页xii
rel-915,units/works/pietro-da-cortona-rape-of-the-sabines,units/families/sacchetti-family,owned_by,forward,,历史收藏主体,馆方来源字段Collezione Sacchetti所记历史收藏；不指定家族某一成员、不推定委托或转移年份,enrich,formal,works-pietro-da-cortona-rape-of-the-sabines,https://www.museicapitolini.org/it/opera/ratto-delle-sabine,Provenienza：Collezione Sacchetti；Inv. PC 137
rel-916,units/works/pietro-da-cortona-rape-of-the-sabines,units/institutions/capitoline-museums,held_by,forward,页面访问2026-09-15,馆方目录归属,馆方正式目录登记PC 137；与原书绘画馆保管边是不同机构层级，不表示一次转让,enrich,formal,works-pietro-da-cortona-rape-of-the-sabines,https://www.museicapitolini.org/it/opera/ratto-delle-sabine,Ratto delle Sabine单件记录；Inv. PC 137
rel-917,units/works/pietro-testa-joseph-sold-by-his-brothers,units/persons/pietro-testa,created_by,forward,,图版作品作者,图版目录明确署名；不推断另版本,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 56–56; 章前：图版目录；印刷页xii
rel-918,units/works/pietro-testa-joseph-sold-by-his-brothers,units/institutions/pinacoteca-capitolina,held_by,forward,本书所述时点,书中保管者,原书图版目录记载的保管机构；不等于核实当前产权,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 56–56; 章前：图版目录；印刷页xii
rel-919,units/works/pietro-testa-joseph-sold-by-his-brothers,units/places/rome,located_at,forward,本书所述时点,书中位置,书中明确的保管城市，不是作品创作地,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 56–56; 章前：图版目录；印刷页xii
rel-920,units/works/pietro-testa-rest-on-the-flight-into-egypt,units/institutions/turners-of-cambridge,supplied_by,forward,,本书复制图像供片者,《赞助人与画家》图版18a的复制图像；不表示作品创作者、所有者或保管者,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 171–172; 章前：图片来源；印刷页xvi
rel-921,units/works/pietro-testa-rest-on-the-flight-into-egypt,units/persons/pietro-testa,created_by,forward,,原书图版署名创作者,图版18a,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 71–71; 章前：图版目录；印刷页xiii
rel-922,units/works/plague-at-ashdod-1631,units/persons/nicolas-poussin,created_by,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 599–601; print pp. 15
rel-923,units/works/plague-at-ashdod-1631,units/persons/fabrizio-valguarnera,commissioned_by,forward,,看见初稿后商议完成的委托人,完成已有初稿；不是从零委托,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 599–601; print pp. 15
rel-924,units/works/pompeo-batoni-the-triumph-of-venice,units/persons/pompeo-batoni,created_by,forward,1737,画家,K2149／GL.60.17.60,enrich,formal,works-pompeo-batoni-the-triumph-of-venice,https://www.kressfoundation.org/kress-collection/artwork/84f51f076ea69e90ef971adebc587d9802d0a5f3d6888bb5d9f5554435356c3f,作品作者与日期字段
rel-925,units/works/pompeo-batoni-the-triumph-of-venice,units/persons/marco-foscarini,commissioned_by,forward,1737年完成作品,委托人,K2149,enrich,formal,works-pompeo-batoni-the-triumph-of-venice,https://www.kressfoundation.org/kress-collection/artwork/84f51f076ea69e90ef971adebc587d9802d0a5f3d6888bb5d9f5554435356c3f,Provenance：Foscarini委托
rel-926,units/works/pompeo-batoni-the-triumph-of-venice,units/places/rome,located_at,forward,,委托地点,Foscarini在罗马委托此画,enrich,formal,works-pompeo-batoni-the-triumph-of-venice,https://ncartmuseum.org/wp-content/uploads/2021/06/Curator_Intro_Batoni_Triumph_of_Venice.pdf,PDF1委托段
rel-927,units/works/pompeo-batoni-the-triumph-of-venice,units/places/palazzo-venezia,installed_at,forward,1737完成后,完成后安置建筑,该画原始悬挂场所,enrich,formal,works-pompeo-batoni-the-triumph-of-venice,https://ncartmuseum.org/wp-content/uploads/2021/06/Curator_Intro_Batoni_Triumph_of_Venice.pdf,PDF2末段
rel-928,units/works/pompeo-batoni-the-triumph-of-venice,units/institutions/samuel-h-kress-foundation,acquired_by,forward,1956-11-30,购入者,K2149,enrich,formal,works-pompeo-batoni-the-triumph-of-venice,https://www.kressfoundation.org/kress-collection/artwork/84f51f076ea69e90ef971adebc587d9802d0a5f3d6888bb5d9f5554435356c3f,Provenance：基金会购入
rel-929,units/works/pompeo-batoni-the-triumph-of-venice,units/institutions/samuel-h-kress-foundation,contributed_by,forward,1961,赠予者,K2149赠北卡罗来纳艺术博物馆,enrich,formal,works-pompeo-batoni-the-triumph-of-venice,https://www.kressfoundation.org/kress-collection/artwork/84f51f076ea69e90ef971adebc587d9802d0a5f3d6888bb5d9f5554435356c3f,Provenance：1961赠入
rel-930,units/works/pompeo-batoni-the-triumph-of-venice,units/institutions/north-carolina-museum-of-art,acquired_by,forward,1961,受赠机构,GL.60.17.60,enrich,formal,works-pompeo-batoni-the-triumph-of-venice,https://www.kressfoundation.org/kress-collection/artwork/84f51f076ea69e90ef971adebc587d9802d0a5f3d6888bb5d9f5554435356c3f,Provenance：1961赠入
rel-931,units/works/pompeo-batoni-the-triumph-of-venice,units/institutions/north-carolina-museum-of-art,held_by,forward,本书所述时点,书中保管机构,图版45,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 123–123; 章前：图版目录；印刷页xv
rel-932,units/works/pompeo-batoni-the-triumph-of-venice,units/places/raleigh,located_at,forward,本书所述时点,书中所在城市,图版45,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 123–123; 章前：图版目录；印刷页xv
rel-933,units/works/poussin-marriage,units/persons/nicolas-poussin,created_by,forward,,原书署名作者,图版18b,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 71–71; 章前：图版目录；印刷页xiii
rel-934,units/works/poussin-marriage,units/places/belvoir-castle,located_at,forward,本书所述时点,书中建筑位置,图版18b,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 71–71; 章前：图版目录；印刷页xiii
rel-935,units/works/poussin-massacre-innocents,units/persons/nicolas-poussin,created_by,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 373–375; print pp. 10
rel-936,units/works/poussin-moses-trampling-on-pharaoh-s-crown,units/persons/nicolas-poussin,created_by,forward,,原书署名作者,图版19a,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 72–72; 章前：图版目录；印刷页xiii
rel-937,units/works/poussin-moses-trampling-on-pharaoh-s-crown,units/institutions/louvre-museum,held_by,forward,本书所述时点,书中保管机构,图版19a,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 72–72; 章前：图版目录；印刷页xiii
rel-938,units/works/poussin-moses-trampling-on-pharaoh-s-crown,units/institutions/agraci,supplied_by,forward,本书图片来源所载时点,本书复制图像供片者,图版19a,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 164–164; 章前：图片来源；印刷页xvi
rel-939,units/works/poussin-spring-valguarnera,units/persons/fabrizio-valguarnera,commissioned_by,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 599–601; print pp. 15
rel-940,units/works/rembrandt-aristotle-contemplating-the-bust-of-homer,units/persons/rembrandt,created_by,forward,,原书署名作者,图版35a,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 97–99; 章前：图版目录；印刷页xiv
rel-941,units/works/rembrandt-aristotle-contemplating-the-bust-of-homer,units/persons/aristotle,has_subject,forward,,画中人物,图版35a,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 97–99; 章前：图版目录；印刷页xiv
rel-942,units/works/rembrandt-aristotle-contemplating-the-bust-of-homer,units/persons/homer,has_subject,forward,,画中胸像代表的人物,图版35a,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 97–99; 章前：图版目录；印刷页xiv
rel-943,units/works/rembrandt-aristotle-contemplating-the-bust-of-homer,units/institutions/metropolitan-museum-of-art,held_by,forward,本书所述时点,书中保管机构,图版35a,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 97–99; 章前：图版目录；印刷页xiv
rel-944,units/works/rembrandt-aristotle-contemplating-the-bust-of-homer,units/places/new-york,located_at,forward,本书所述时点,书中所在城市,图版35a,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 97–99; 章前：图版目录；印刷页xiv
rel-945,units/works/rembrandt-aristotle-contemplating-the-bust-of-homer,units/institutions/metropolitan-museum-of-art,acquired_by,forward,1961,购入机构,图版35a所列购入记录,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 97–99; 章前：图版目录；印刷页xiv
rel-946,units/works/reni-justice-embracing-peace,units/persons/duke-mantua-reni-1617,commissioned_by,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 531–534; print pp. 14
rel-947,units/works/reni-massacre-innocents,units/persons/guido-reni,created_by,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 373–375; print pp. 10
rel-948,units/works/ribera-the-drunken-silenus,units/persons/ribera,created_by,forward,1626,画家,ICCD1500626054／Q298,enrich,formal,works-ribera-the-drunken-silenus,https://catalogo.beniculturali.it/detail/HistoricOrArtisticProperty/1500626054,作者与断代字段
rel-949,units/works/ribera-the-drunken-silenus,units/institutions/museo-di-capodimonte,held_by,forward,,所引馆藏记录保管机构,Q298,enrich,formal,works-ribera-the-drunken-silenus,https://catalogo.beniculturali.it/detail/HistoricOrArtisticProperty/1500626054,库存及定位字段
rel-950,units/works/ribera-the-drunken-silenus,units/places/naples,located_at,forward,本书所述时点,书中所在城市,图版32a,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 92–92; 章前：图版目录；印刷页xiv
rel-951,units/works/ricci-beheading-john-baptist-1682,units/institutions/confraternita-san-giovanni-battista-decollato-bologna,commissioned_by,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 326–328; print pp. 9
rel-952,units/works/ricci-beheading-john-baptist-1682,units/persons/sebastiano-ricci,created_by,forward,,,,enrich,formal,dbi-ricci,https://www.treccani.it/enciclopedia/sebastiano-ricci_(Dizionario-Biografico)/,人物卡 S6；1682-09-28合同段
rel-953,units/works/romanelli-romulus-and-remus,units/persons/romanelli,created_by,forward,,所据顶画作者,图版26b所据顶画；局部复制范围,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 79–79; 章前：图版目录；印刷页xiii
rel-954,units/works/romanelli-romulus-and-remus,units/institutions/bibliotheque-nationale,held_by,forward,本书所述时点,书中顶画所在机构,图版26b所据顶画；局部复制范围,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 79–79; 章前：图版目录；印刷页xiii
rel-955,units/works/romanelli-romulus-and-remus,units/places/palais-mazarin,located_at,forward,本书所述时点,书中顶画所在建筑,图版26b所据顶画；局部复制范围,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 79–79; 章前：图版目录；印刷页xiii
rel-956,units/works/rosa-regulus-study-princeton,units/persons/salvator-rosa,created_by,forward,约1652,素描作者,x1948-610单件准备稿,enrich,formal,works-rosa-regulus-study-princeton,https://artmuseum.princeton.edu/art/collections/objects/8060,Maker、Dates
rel-957,units/works/rosa-regulus-study-princeton,units/works/salvator-rosa-the-death-of-regulus,model_for,forward,约1652,油画准备稿,x1948-610单件准备稿,enrich,formal,works-rosa-regulus-study-princeton,https://artmuseum.princeton.edu/art/collections/objects/8060,作品说明：preliminary sketch for The Death of Regulus
rel-958,units/works/rosa-regulus-study-princeton,units/institutions/princeton-university-art-museum,held_by,forward,来源访问时点2026-09-15,当前保管机构,x1948-610单件准备稿,enrich,formal,works-rosa-regulus-study-princeton,https://artmuseum.princeton.edu/art/collections/objects/8060,Object Number x1948-610及Citation
rel-959,units/works/rosa-regulus-study-princeton,units/persons/dan-fellows-platt,contributed_by,forward,,遗赠者,x1948-610准备稿的遗赠来源，未载生效日期,enrich,formal,works-rosa-regulus-study-princeton,https://artmuseum.princeton.edu/art/collections/objects/8060,Credit Line: Bequest of Dan Fellows Platt
rel-960,units/works/rubens-chiesa-nuova-altarpiece-1606,units/places/chiesa-nuova,located_at,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 402–404; print pp. 11
rel-961,units/works/rubens-chiesa-nuova-altarpiece-1606,units/persons/peter-paul-rubens,created_by,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 402–404; print pp. 11
rel-962,units/works/rubens-the-feast-of-herod,units/persons/peter-paul-rubens,created_by,forward,约1635–1638,画家,NG 2193布面油画,enrich,formal,works-rubens-the-feast-of-herod,https://www.nationalgalleries.org/art-and-artists/5382,Artist、Date、Accession number
rel-963,units/works/rubens-the-feast-of-herod,units/institutions/national-gallery-of-scotland,held_by,forward,,原书保管机构,原书图版35b所列保管单馆；不把当前总机构或库房粒度并入此端点,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 100–100; 章前：图版目录；印刷页xiv
rel-964,units/works/rubens-the-feast-of-herod,units/places/naples,located_at,forward,至1640年,历史到达城市,至1640年已运抵该城；未确定建筑或此后迁出时间,enrich,formal,works-rubens-the-feast-of-herod,https://www.nationalgalleries.org/art-and-artists/5382,More about this artwork：2015年说明的运抵那不勒斯段
rel-965,units/works/sacchi-capuchin-altarpiece-modello,units/persons/andrea-sacchi,created_by,forward,,,,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 467–468; print pp. 12
rel-966,units/works/sacchi-capuchin-altarpiece-modello,units/persons/denis-mahon,owned_by,forward,,本书记录时的收藏者,历史收藏状态；不延伸到今天,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 467–468; print pp. 12
rel-967,units/works/sacchi-capuchin-altarpiece-modello,units/institutions/colnaghi,handled_by,forward,1961-05–1961-06,画商／目录经手机构,Colnaghi目录第2号所涉经手记录,book,formal,patrons-and-painters,02-sources/02-Markdown/01_CHP-1.md,lines 467–468; print pp. 12
rel-968,units/works/salvator-rosa-satyrs-carousing-with-maidens,units/persons/salvator-rosa,created_by,forward,known by the attached sale note of 1663-06-02; no exact execution date established,painter named in the attached note; the lot catalogue also reports a strengthened signature ‘Rosa’,painting described in the sale note; relationship to the surviving auction canvas remains a candidate match,enrich,formal,ruffo-1916-galleria-ruffo,https://archive.org/stream/bollettinodarte10italuoft/bollettinodarte10italuoft_djvu.txt,"printed p. 169, footnote (1) identifies the attached note as made by Salvator Rosa; the note describes this painting"
rel-969,units/works/salvator-rosa-satyrs-carousing-with-maidens,units/persons/antonio-ruffo,acquired_by,forward,date not stated; the 1916 footnote annotates the 1663-06-02 sale list,buyer,painting described in Rosa's attached 1663 sales note; later inventory identification does not by itself identify the surviving Bonhams lot 26 canvas,enrich,formal,ruffo-1916-galleria-ruffo,https://archive.org/stream/bollettinodarte10italuoft/bollettinodarte10italuoft_djvu.txt,"printed p. 169, footnote (2): this painting was bought by Don Antonio Ruffo and listed as ‘Due Satiri e tre Ninfe che scherzano’"
rel-970,units/works/salvator-rosa-the-death-of-regulus,units/persons/salvator-rosa,created_by,forward,本书所述时点,画家,本书图版23b油画；区别普林斯顿准备稿,book,formal,works-salvator-rosa-the-death-of-regulus,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 76–76; 章前：图版目录；印刷页xiii
rel-971,units/works/salvator-rosa-the-death-of-regulus,units/institutions/virginia-museum-of-fine-arts,held_by,forward,本书所述时点,书中保管机构,本书图版23b油画；区别普林斯顿准备稿,book,formal,works-salvator-rosa-the-death-of-regulus,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 76–76; 章前：图版目录；印刷页xiii
rel-972,units/works/salvio-savini-pala-del-voto,units/persons/saverio-savini,created_by,forward,commissioned 1608-03-25; delivered 1610,painter,"Pala del Voto, the Gubbio community's votive altarpiece; not the 1605 birth event depicted",enrich,formal,santubaldo-basilica-guide-2015,https://www.eugubininelmondo.com/public/GuidaBasilica2015.pdf,"PDF p.20, printed p.21, II Quadro: ‘allogato al pittore fiorentino Salvio Savini’; delivered 1610"
rel-973,units/works/salvio-savini-pala-del-voto,units/institutions/gubbio-civic-magistracy,commissioned_by,forward,commissioned 1608-03-25,collective commissioner,"The community's vowed altar and the painting commissioned for it; the 1606 Barocci proposal is earlier context, not the Savini commission record.",enrich,formal,santubaldo-basilica-guide-2015,https://www.eugubininelmondo.com/public/GuidaBasilica2015.pdf,"PDF p.20, printed p.21, II Quadro: ‘commissioned for the altar the community had vowed to its patron’"
rel-974,units/works/salvio-savini-pala-del-voto,units/places/basilica-di-sant-ubaldo,located_at,forward,2022 leaflet's stated location,displayed within the votive chapel,The guide locates the painting in Cappella del Voto; this does not establish its original installation date or ownership.,enrich,formal,santubaldo-basilica-leaflet-2022,https://www.eugubininelmondo.com/public/Bollettino_S.Ubaldo_giu_2022.pdf,"interior guide, panel for the five naves: ‘Pala del Voto, nella cappella votiva’"
rel-975,units/works/sassoferrato-madonna-and-child,units/persons/sassoferrato,created_by,forward,,原书署名作者,图版21b,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 74–74; 章前：图版目录；印刷页xiii
rel-976,units/works/sassoferrato-madonna-and-child,units/places/rome,located_at,forward,本书所述时点,书中所在城市,图版21b,book,formal,patrons-and-painters,02-sources/02-Markdown/00_05_List_of_Plates.md,lines 74–74; 章前：图版目录；印刷页xiii
rel-977,units/works/sassoferrato-madonna-of-the-rosary-with-saints-dominic-and-catherine,units/persons/sassoferrato,created_by,forward,1643付款,画家,为Santa Sabina绘画，40 scudi付款,enrich,formal,works-sassoferrato-madonna-of-the-rosary-with-saints-dominic-and-catherine,https://www.treccani.it/enciclopedia/salvi-giovanni-battista-detto-il-sassoferrato_(Dizionario-Biografico)/,Madonna del Rosario委托及1643付款段
rel-978,units/works/sassoferrato-madonna-of-the-rosary-with-saints-dominic-and-catherine,units/persons/olimpia-aldobrandini,commissioned_by,forward,1643付款所涉委托,委托人,来源称Olimpia Pamphili principessa di Rossano，并称其夫Camillo；采用该人身份，姓氏不表明1643已再婚,enrich,formal,works-sassoferrato-madonna-of-the-rosary-with-saints-dominic-and-catherine,https://www.treccani.it/enciclopedia/salvi-giovanni-battista-detto-il-sassoferrato_(Dizionario-Biografico)/,Madonna del Rosario委托、1643付款及Camillo suo marito段
